word	total	char_fix	char_issue	ne_score	ne_label
PRÆSTEN	28			0.85	namedEntity
GRISO	27			0.85	namedEntity
LORD	27			0.85	namedEntity
V	27			0.10	noun
BALLERUP	26			0.85	namedEntity
IV	26			0.85	namedEntity
A	25			0.10	noun
GERVASIUS	25			0.85	namedEntity
BEGGE	24			0.85	namedEntity
CHRISTOPHORUS	24			0.85	namedEntity
WOLFGANG	24			0.85	namedEntity
ANDEN	22			0.85	namedEntity
MYSIE	21			0.85	namedEntity
P	21			0.10	noun
ANDREAS	19			0.85	namedEntity
DUEBJERG	19			0.85	namedEntity
MINDAL	19			0.85	namedEntity
FØRSTE	17			0.85	namedEntity
JUDAS	16			0.85	namedEntity
MOMSEN	16			0.85	namedEntity
TO	16			0.85	namedEntity
J	15			0.10	noun
VII	15			0.85	namedEntity
X	15			0.10	noun
TRE	14			0.85	namedEntity
VERONIKA	14			0.85	namedEntity
E	13			0.10	noun
HINTZE	13			0.85	namedEntity
BARRABAS	12			0.85	namedEntity
PALLE	12			0.85	namedEntity
VIII	12			0.85	namedEntity
BARONEN	11			0.85	namedEntity
BODIL	11			0.85	namedEntity
FRØKENEN	11			0.85	namedEntity
IX	11			0.85	namedEntity
L	11			0.10	noun
SAMMEN	11			0.85	namedEntity
AAND	10			0.85	namedEntity
B	10			0.10	noun
JÆGERNE	10			0.85	namedEntity
REBSLAGEREN	10			0.85	namedEntity
S	10			0.10	noun
XI	10			0.85	namedEntity
BANDIT	9			0.85	namedEntity
BYGMESTEREN	9			0.85	namedEntity
F	9			0.10	noun
HENRIK	9			0.85	namedEntity
LILLE	9			0.85	namedEntity
MADAM	9			0.85	namedEntity
PEGASUS	9			0.85	namedEntity
BANDITTERNE	8			0.85	namedEntity
BIDETHEBENT	8			0.85	namedEntity
PIGEN	8			0.85	namedEntity
VETURINHESTENE	8			0.85	namedEntity
XIV	8			0.85	namedEntity
ZIGEUNEREN	8			0.85	namedEntity
DICH	7			0.85	namedEntity
ENEBOEREN	7			0.85	namedEntity
ENGLE	7			0.85	namedEntity
FRU	7			0.85	namedEntity
HERZMANN	7			0.85	namedEntity
JOHN	7			0.85	namedEntity
PIGERNE	7			0.85	namedEntity
RIDDEREN	7			0.85	namedEntity
SORTEBRODEREN	7			0.85	namedEntity
XII	7			0.85	namedEntity
TRUE	7			0.85	namedEntity
CHRISTNE	6			0.85	namedEntity
GAMLE	6			0.85	namedEntity
INGEBORG	6			0.85	namedEntity
ISAK	6			0.85	namedEntity
KLOKKEREN	6			0.85	namedEntity
KNÆGT	6			0.85	namedEntity
M	6			0.10	noun
MAD	6			0.85	namedEntity
PATER	6			0.85	namedEntity
R	6			0.10	noun
TREDIE	6			0.85	namedEntity
VERTEN	6			0.85	namedEntity
XIII	6			0.85	namedEntity
XV	6			0.85	namedEntity
BLINDE	5			0.85	namedEntity
BØLGERNE	5			0.85	namedEntity
D	5			0.10	noun
G	5			0.10	noun
JÆGERE	5			0.85	namedEntity
POVEL	5			0.85	namedEntity
SECRETAIREN	5			0.85	namedEntity
SKIBSDRENGEN	5			0.85	namedEntity
T	5			0.10	noun
VIBE	5			0.85	namedEntity
XVI	5			0.85	namedEntity
ÆLDRE	5			0.85	namedEntity
AAGE	4			0.85	namedEntity
AANDER	4			0.85	namedEntity
ANE	4			0.85	namedEntity
ATTILA	4			0.85	namedEntity
BANDITTER	4			0.85	namedEntity
BLOMSTERNE	4			0.85	namedEntity
ER	4			0.85	namedEntity
FRA	4			0.85	namedEntity
FUGLEN	4			0.85	namedEntity
FUGLENE	4			0.85	namedEntity
HAVET	4			0.85	namedEntity
HERRE	4			0.85	namedEntity
K	4			0.10	noun
KIÖBENHAVN	4			0.85	namedEntity
MED	4			0.85	namedEntity
NOGLE	4			0.85	namedEntity
SOLO	4			0.85	namedEntity
STEMME	4			0.85	namedEntity
STORMVINDEN	4			0.85	namedEntity
W	4			0.10	noun
ZIGEUNERMO	4			0.85	namedEntity
BORGER	3			0.85	namedEntity
BORGEREN	3			0.85	namedEntity
BORGFOGDEN	3			0.85	namedEntity
BRYSKE	3			0.85	namedEntity
CHORAL	3			0.85	namedEntity
DAMER	3			0.85	namedEntity
DUET	3			0.85	namedEntity
ENE	3			0.85	namedEntity
ENGEL	3			0.85	namedEntity
FOLKET	3			0.85	namedEntity
FREMMEDE	3			0.85	namedEntity
GAMMEL	3			0.85	namedEntity
H.C	3			0.7	namedEntity
HAVFRUERNE	3			0.85	namedEntity
HR	3			0.85	namedEntity
KEISERLIGE	3			0.85	namedEntity
KJØGEMESTEREN	3			0.85	namedEntity
LEIESVENDENE	3			0.85	namedEntity
LIDEN	3			0.85	namedEntity
MEIER	3			0.85	namedEntity
MINISTRE	3			0.85	namedEntity
N	3			0.10	noun
OXENSTIERNE	3			0.85	namedEntity
PAA	3			0.85	namedEntity
PAGER	3			0.85	namedEntity
SANG	3			0.85	namedEntity
SATAN	3			0.85	namedEntity
STYRMAND	3			0.85	namedEntity
VERONIKAS	3			0.85	namedEntity
Y	3			0.10	noun
AGENT	2			0.85	namedEntity
ALFERNE	2			0.85	namedEntity
ANDRE	2			0.85	namedEntity
AXEL	2			0.85	namedEntity
BARN	2			0.85	namedEntity
BARNET	2			0.85	namedEntity
CARTHAGENIENSEREN	2			0.85	namedEntity
CHORET	2			0.85	namedEntity
DET	2			0.85	namedEntity
DR	2			0.85	namedEntity
ENGANG	2			0.85	namedEntity
ENKELT	2			0.85	namedEntity
ENKELTE	2			0.85	namedEntity
FORTÆLLER	2			0.85	namedEntity
FUGL	2			0.85	namedEntity
HEBRÆER	2			0.85	namedEntity
HOFFOLK	2			0.85	namedEntity
INDFØDTE	2			0.85	namedEntity
JAGTHORNET	2			0.85	namedEntity
JOMFRU	2			0.85	namedEntity
JÆGER	2			0.85	namedEntity
KAMMERATERNE	2			0.85	namedEntity
KARLE	2			0.85	namedEntity
KIRKENISSEN	2			0.85	namedEntity
KRIGER	2			0.85	namedEntity
KRIGSKNÆGT	2			0.85	namedEntity
KRØNIKEN	2			0.85	namedEntity
MEDLIDENHEDENS	2			0.85	namedEntity
MEL	2			0.85	namedEntity
MODEREN	2			0.85	namedEntity
MUNKEN	2			0.85	namedEntity
NATTERGALEN	2			0.85	namedEntity
ONDE	2			0.85	namedEntity
PAVELIGE	2			0.85	namedEntity
PIGE	2			0.85	namedEntity
PIGER	2			0.85	namedEntity
PORSE	2			0.85	namedEntity
Q	2			0.10	noun
QVINDER	2			0.85	namedEntity
RODERIGOS	2			0.85	namedEntity
ROMEREN	2			0.85	namedEntity
ROSERNE	2			0.85	namedEntity
SIR	2			0.85	namedEntity
SKIPPEREN	2			0.85	namedEntity
SKOVDUEN	2			0.85	namedEntity
SKOVENS	2			0.85	namedEntity
SOLDATERNE	2			0.85	namedEntity
STEMMER	2			0.85	namedEntity
STORMENE	2			0.85	namedEntity
SVALERNE	2			0.85	namedEntity
SYNGER	2			0.85	namedEntity
SØFOLKENE	2			0.85	namedEntity
SØFUGLENE	2			0.85	namedEntity
TIGGERE	2			0.85	namedEntity
U	2			0.10	noun
UDENFOR	2			0.85	namedEntity
USYNLIGT	2			0.85	namedEntity
VERDENS-AANDEN	2			0.7	namedEntity
VEXELSANG	2			0.85	namedEntity
XIX	2			0.85	namedEntity
Z	2			0.10	noun
Æ	2			0.10	noun
ABONDIOS	1			0.85	namedEntity
AGNESES	1			0.85	namedEntity
ALMINDELIGT	1			0.85	namedEntity
ATTILAS	1			0.85	namedEntity
BALLERUPS	1			0.85	namedEntity
BEDUINEN	1			0.85	namedEntity
BJERGENE	1			0.85	namedEntity
BOB	1			0.85	namedEntity
BONDE	1			0.85	namedEntity
BRUDEPIGERNES	1			0.85	namedEntity
BURY	1			0.85	namedEntity
BØGESKOVEN	1			0.85	namedEntity
BØLGERNES	1			0.85	namedEntity
BØNDERNE	1			0.85	namedEntity
CARTHAGENIENSER	1			0.85	namedEntity
CAVALEREN	1			0.85	namedEntity
CHINAS	1			0.85	namedEntity
CHRISTEN	1			0.85	namedEntity
COMPONISTEN	1			0.85	namedEntity
DAMEN	1			0.85	namedEntity
DANDS	1			0.85	namedEntity
DATTEREN	1			0.85	namedEntity
DIGTEREN	1			0.85	namedEntity
DJÆVEL	1			0.85	namedEntity
DON	1			0.85	namedEntity
DRABANTER	1			0.85	namedEntity
DRENG	1			0.85	namedEntity
DRONNING	1			0.85	namedEntity
DØDE	1			0.85	namedEntity
EEN	1			0.85	namedEntity
EENGANG	1			0.85	namedEntity
EENSOMME	1			0.85	namedEntity
ENGELLÆNDER	1			0.85	namedEntity
FANGNE	1			0.85	namedEntity
FIIRSTEMMIG	1			0.85	namedEntity
FISKERDRENGEN	1			0.85	namedEntity
FISKEREN	1			0.85	namedEntity
FLERE	1			0.85	namedEntity
FLOK	1			0.85	namedEntity
FLYGTENDE	1			0.85	namedEntity
FOLK	1			0.85	namedEntity
FRUE	1			0.85	namedEntity
FUGLE	1			0.85	namedEntity
GENIUS	1			0.85	namedEntity
GJESTER	1			0.85	namedEntity
GODE	1			0.85	namedEntity
GOLDTHRED	1			0.85	namedEntity
GRANNER	1			0.85	namedEntity
GRAVS	1			0.85	namedEntity
GRÆKENLANDS	1			0.85	namedEntity
GRÆSSET	1			0.85	namedEntity
HAVFRUEN	1			0.85	namedEntity
HAYSTON	1			0.85	namedEntity
HELLIGE	1			0.85	namedEntity
HERTZMANN	1			0.85	namedEntity
HILSEN	1			0.85	namedEntity
HOFMÆND	1			0.85	namedEntity
HVERANDRE	1			0.85	namedEntity
HYMNE	1			0.85	namedEntity
INDIENS	1			0.85	namedEntity
ISCHARIOTH	1			0.85	namedEntity
ITALIENS	1			0.85	namedEntity
J.M	1			0.7	namedEntity
JUAN	1			0.85	namedEntity
KAMMERAT	1			0.85	namedEntity
KEISERLIG	1			0.85	namedEntity
KIRKE	1			0.85	namedEntity
KIRKEKLOKKERNE	1			0.85	namedEntity
KONER	1			0.85	namedEntity
KRIGERNES	1			0.85	namedEntity
KURVEMAGEREN	1			0.85	namedEntity
LEVITER	1			0.85	namedEntity
MALEREN	1			0.85	namedEntity
MAND	1			0.85	namedEntity
MARKGREVINDENS	1			0.85	namedEntity
MATROS	1			0.85	namedEntity
MELLEM	1			0.85	namedEntity
MENNESKEHEDENS	1			0.85	namedEntity
MOER	1			0.85	namedEntity
MOLINA	1			0.85	namedEntity
MONICAS	1			0.85	namedEntity
MUSA	1			0.85	namedEntity
MUSELMÆND	1			0.85	namedEntity
MÆND	1			0.85	namedEntity
MÆNGDEN	1			0.85	namedEntity
NAR	1			0.85	namedEntity
NB	1			0.85	namedEntity
NORDENS	1			0.85	namedEntity
OFFICER	1			0.85	namedEntity
OFFICEREN	1			0.85	namedEntity
OVEN	1			0.85	namedEntity
PARTICULIER	1			0.85	namedEntity
PAVENS	1			0.85	namedEntity
PRIPS	1			0.85	namedEntity
PSALMESANG	1			0.85	namedEntity
QVARTET	1			0.85	namedEntity
QVINDE	1			0.85	namedEntity
RAVNENE	1			0.85	namedEntity
REBSLAGER	1			0.85	namedEntity
RECITATIV	1			0.85	namedEntity
REDACTEUR	1			0.85	namedEntity
REISENDE	1			0.85	namedEntity
RIDDER	1			0.85	namedEntity
RIDDERNE	1			0.85	namedEntity
ROMER	1			0.85	namedEntity
ROMERE	1			0.85	namedEntity
ROMERSKE	1			0.85	namedEntity
RUNDSANG	1			0.85	namedEntity
RUSSER	1			0.85	namedEntity
SANGENS	1			0.85	namedEntity
SKIBET	1			0.85	namedEntity
SKOLEDRENGENE	1			0.85	namedEntity
SNEDKEREN	1			0.85	namedEntity
SOLDATER	1			0.85	namedEntity
SORGENS	1			0.85	namedEntity
SORTEBRODER	1			0.85	namedEntity
SPANIER	1			0.85	namedEntity
SVANER	1			0.85	namedEntity
SYVENDE	1			0.85	namedEntity
SØFOLK	1			0.85	namedEntity
SØMAND	1			0.85	namedEntity
SØNNEN	1			0.85	namedEntity
TJENERE	1			0.85	namedEntity
TJENEREN	1			0.85	namedEntity
TYENDE	1			0.85	namedEntity
UNGE	1			0.85	namedEntity
VANDREDUERNE	1			0.85	namedEntity
VILDE	1			0.85	namedEntity
VINDENES	1			0.85	namedEntity
VISITEUREN	1			0.85	namedEntity
XVII	1			0.85	namedEntity
XVIII	1			0.85	namedEntity
XX	1			0.85	namedEntity
XXI	1			0.85	namedEntity
XXII	1			0.85	namedEntity
XXIII	1			0.85	namedEntity
XXIV	1			0.85	namedEntity
XXV	1			0.85	namedEntity
XXXIII	1			0.85	namedEntity
XXXIV	1			0.85	namedEntity
ZEPHIR	1			0.85	namedEntity
ZIGEUNER-FAMILIE	1			0.7	namedEntity
ΑΝΔΡΕΑΣ	1			0.85	namedEntity
ΜΙΑ	1			0.85	namedEntity
ΟΝΑΥΑΡΧΟΣ	1			0.85	namedEntity
ΩΔΕΚΕΙΤΑΙ	1			0.85	namedEntity
De	1910			0.8	pronoun_capital
I	1799			0.8	pronoun_capital
Vi	568			0.8	pronoun_capital
Dem	452			0.8	pronoun_capital
Deres	315			0.8	pronoun_capital
DE	47			0.8	pronoun_capital
VI	17			0.8	pronoun_capital
Augustenborg	5			0.75	namedEntity
Dalby	5			0.75	namedEntity
Fjord	5			0.10	noun
Ingeborg	5			0.75	namedEntity
Stokholm	5			0.75	namedEntity
Amalienborg	4			0.8	namedEntity
Bedested	4			0.10	noun
Cypresskov	4			0.8	namedEntity
Dannemark	4			0.8	namedEntity
Engelland	4			0.8	namedEntity
Gutenberg	4			0.8	namedEntity
Holmegaard	4			0.8	namedEntity
Kornmark	4			0.10	noun
Lund	4			0.10	noun
Lyø	4			0.8	namedEntity
Berg	3			0.8	namedEntity
Borggaard	3			0.10	noun
Brorson	3			0.8	namedEntity
Christiansdal	3			0.8	namedEntity
Fastland	3			0.10	noun
Fødested	3			0.10	noun
Granskov	3			0.10	noun
Græsmark	3			0.10	noun
Hvilested	3			0.10	noun
Hængebro	3			0.10	noun
Ildsted	3			0.10	noun
Indieland	3			0.8	namedEntity
Keiserstad	3			0.10	noun
Kongeborg	3			0.10	noun
Skovland	3			0.10	noun
Skræppeskov	3			0.8	namedEntity
Slotsgaard	3			0.10	noun
Træbro	3			0.10	noun
Ærø	3			0.8	namedEntity
Jeres	2			0.8	pronoun_capital
Bamsen	2			0.10	noun
Bedrøvelsen	2			0.10	noun
Borgerklassen	2			0.8	namedEntity
Brudedandsen	2			0.8	namedEntity
Brudekrandsen	2			0.8	namedEntity
Daasen	2			0.10	noun
Donau-Reisen	2			0.8	namedEntity
Embedsklassen	2			0.8	namedEntity
Felsen	2			0.8	namedEntity
Fornøielsen	2			0.10	noun
Fortrydelsen	2			0.10	noun
Fortryllelsen	2			0.10	noun
Garnisonspladsen	2			0.8	namedEntity
Grønlandsreisen	2			0.8	namedEntity
Halvkredsen	2			0.10	noun
Havgussen	2			0.8	namedEntity
Henrettelsen	2			0.10	noun
Huusvæsen	2			0.8	namedEntity
Hændelsen	2			0.10	noun
Issen	2			0.10	noun
Kirke-Nissen	2			0.8	namedEntity
Kirkenissen	2			0.8	namedEntity
Kjæmpevisen	2			0.10	noun
Kongressen	2			0.10	noun
Kronprindsen	2			0.10	noun
Kæmpevisen	2			0.10	noun
Landsen	2			0.8	namedEntity
Martensen	2			0.8	namedEntity
Massen	2			0.10	noun
Meddelelsen	2			0.10	noun
Militairgrændsen	2			0.8	namedEntity
Moderfølelsen	2			0.10	noun
Nummesen	2			0.8	namedEntity
Nærmelsen	2			0.8	namedEntity
Nøkrosen	2			0.8	namedEntity
Opfindelsen	2			0.10	noun
Opstandelsen	2			0.10	noun
Oversættelsen	2			0.10	noun
Pelsen	2			0.10	noun
Pengegrisen	2			0.8	namedEntity
Perspectivkassen	2			0.10	noun
Peters-Pladsen	2			0.8	namedEntity
Preussen	2			0.8	namedEntity
Prøvelsen	2			0.10	noun
Pølsen	2			0.10	noun
Rensen	2			0.8	namedEntity
Simonsen	2			0.8	namedEntity
Skrivelsen	2			0.10	noun
Skruptudsen	2			0.8	namedEntity
Spasen	2			0.10	noun
Søreisen	2			0.10	noun
Theatervæsen	2			0.8	namedEntity
Tilbagereisen	2			0.10	noun
Tilskuerpladsen	2			0.10	noun
Tridsen	2			0.8	namedEntity
Tøsen	2			0.10	noun
Uvæsen	2			0.10	noun
Vasen	2			0.10	noun
Adskillelsen	1			0.10	noun
Aften-Hilsen	1			0.8	namedEntity
Almueklassen	1			0.8	namedEntity
Amerika-Reisen	1			0.8	namedEntity
Amtsbeskrivelsen	1			0.8	namedEntity
Anstrengelsen	1			0.10	noun
Anvendelsen	1			0.10	noun
Apotheosen	1			0.8	namedEntity
Arveprindsen	1			0.10	noun
Audientsen	1			0.8	namedEntity
Baasen	1			0.10	noun
Befrielsen	1			0.10	noun
Bekjendelsen	1			0.10	noun
Bekræftelsen	1			0.10	noun
Benævnelsen	1			0.10	noun
Besiddelsen	1			0.10	noun
Bjerg-Aasen	1			0.8	namedEntity
Bladlusen	1			0.10	noun
Blomsterkrandsen	1			0.10	noun
Bortreisen	1			0.10	noun
Brudevisen	1			0.8	namedEntity
Bryllupsdandsen	1			0.8	namedEntity
Børnekredsen	1			0.8	namedEntity
Cactussen	1			0.10	noun
Carnissen	1			0.8	namedEntity
Carstensen	1			0.8	namedEntity
Ceremonivæsen	1			0.8	namedEntity
Classen	1			0.10	noun
Comersen	1			0.8	namedEntity
Contenansen	1			0.8	namedEntity
Coulissen	1			0.8	namedEntity
Coursen	1			0.8	namedEntity
Cypressen	1			0.10	noun
Dags-Avisen	1			0.8	namedEntity
Dandsepladsen	1			0.8	namedEntity
Dannelsen	1			0.10	noun
Dansen	1			0.10	noun
Delicatessen	1			0.8	namedEntity
Donau-Oversvømmelsen	1			0.8	namedEntity
Drivisen	1			0.10	noun
Dæks-Pladsen	1			0.8	namedEntity
Døds-Beaandelsen	1			0.8	namedEntity
Eisen	1			0.8	namedEntity
Faareskinds-Pelsen	1			0.8	namedEntity
Familiekredsen	1			0.10	noun
Festhilsen	1			0.8	namedEntity
Flaggermusen	1			0.8	namedEntity
Flisen	1			0.10	noun
Flodseiladsen	1			0.8	namedEntity
Fodreisen	1			0.8	namedEntity
Folkemassen	1			0.10	noun
Foraarshilsen	1			0.8	namedEntity
Forbandelsen	1			0.10	noun
Forbarmelsen	1			0.8	namedEntity
Fordærvelsen	1			0.10	noun
Fordømmelsen	1			0.10	noun
Forelæsen	1			0.8	namedEntity
Forjættelsen	1			0.10	noun
Forkastelsen	1			0.10	noun
Forkyndelsen	1			0.10	noun
Fornemmelsen	1			0.10	noun
Forskrækkelsen	1			0.10	noun
Fortsættelsen	1			0.10	noun
Fortvivlelsen	1			0.10	noun
Fraadsen	1			0.8	namedEntity
Francaisen	1			0.8	namedEntity
Frandsen	1			0.8	namedEntity
Frelsen	1			0.10	noun
Fristelsen	1			0.10	noun
Frontespidsen	1			0.8	namedEntity
Gaasen	1			0.10	noun
Gassen	1			0.10	noun
Geburtsdags-Hilsen	1			0.8	namedEntity
Generalbassen	1			0.10	noun
Gesimsen	1			0.10	noun
Gjenhilsen	1			0.8	namedEntity
Glands-Bevægelsen	1			0.8	namedEntity
Gnavposen	1			0.8	namedEntity
Grønlænder-Vamsen	1			0.8	namedEntity
Harzreisen	1			0.8	namedEntity
Haveterrassen	1			0.8	namedEntity
Havgusen	1			0.10	noun
Hedemosen	1			0.10	noun
Helsen	1			0.10	noun
Helteskikkelsen	1			0.10	noun
Henreisen	1			0.10	noun
Hensusen	1			0.8	namedEntity
Herskabs-Begravelsen	1			0.8	namedEntity
Hjemrejsen	1			0.10	noun
Hjerteposen	1			0.8	namedEntity
Husum-Reisen	1			0.8	namedEntity
Hvalrossen	1			0.10	noun
Hvapsen	1			0.8	namedEntity
Hyssen	1			0.8	namedEntity
Hæders-Glandsen	1			0.8	namedEntity
Hæders-Skikkelsen	1			0.8	namedEntity
Hævelsen	1			0.10	noun
Immortelkrandsen	1			0.8	namedEntity
Indgangs-Prisen	1			0.8	namedEntity
Indgangsprisen	1			0.8	namedEntity
Ipsen	1			0.8	namedEntity
Jordaasen	1			0.8	namedEntity
Jordrystelsen	1			0.10	noun
Jürgensen	1	Jyrgensen	danish_variant_oe	0.8	namedEntity
Kardusen	1			0.10	noun
Kjærligheds-Følelsen	1			0.8	namedEntity
Kjøbenhavns-Reisen	1			0.8	namedEntity
Klodsen	1			0.10	noun
Kloster-Væsen	1			0.8	namedEntity
Koulissen	1			0.8	namedEntity
Krigsskuepladsen	1			0.10	noun
Kronprindsessen	1			0.10	noun
Krydsen	1			0.10	noun
Kunstdandsen	1			0.8	namedEntity
Kunstvæsen	1			0.8	namedEntity
Kyssen	1			0.8	namedEntity
Laasen	1			0.10	noun
Lammeskindspelsen	1			0.8	namedEntity
Landvæsen	1			0.10	noun
Lasen	1			0.10	noun
Lassen	1			0.8	namedEntity
Laurbærkrandsen	1			0.10	noun
Lidelsen	1			0.10	noun
Lugte-Sandsen	1			0.8	namedEntity
Lys-Glandsen	1			0.8	namedEntity
Lysglandsen	1			0.8	namedEntity
Læsen	1			0.10	noun
Løsen	1			0.10	noun
Menneskemassen	1			0.10	noun
Militair-Grændsen	1			0.8	namedEntity
Mindelsen	1			0.10	noun
Misundelsen	1			0.10	noun
Morgensnapsen	1			0.8	namedEntity
Mortensen	1			0.8	namedEntity
Mumie-Skikkelsen	1			0.8	namedEntity
Musen	1			0.10	noun
Nimbussen	1			0.10	noun
Nommesen	1			0.8	namedEntity
Nordspidsen	1			0.10	noun
Omarmelsen	1			0.8	namedEntity
Omskiftelsen	1			0.10	noun
Opbrusen	1			0.8	namedEntity
Opdragelsen	1			0.10	noun
Opfattelsen	1			0.10	noun
Opfyldelsen	1			0.10	noun
Opløftelsen	1			0.10	noun
Oprindelsen	1			0.10	noun
Optagelsen	1			0.10	noun
Oversvømmelsen	1			0.10	noun
Padde-Skikkelsen	1			0.8	namedEntity
Paddeskikkelsen	1			0.8	namedEntity
Pakhuuspladsen	1			0.8	namedEntity
Peterspladsen	1			0.8	namedEntity
Pintsen	1			0.8	namedEntity
Polonaisen	1			0.8	namedEntity
Postvæsen	1			0.10	noun
Poulsen	1			0.8	namedEntity
Prydelsen	1			0.10	noun
PræsternesEn	1			0.8	namedEntity
Pulsen	1			0.10	noun
Rosenkrandsen	1			0.10	noun
Rude-Isen	1			0.8	namedEntity
Russen	1			0.10	noun
Sachsen	1			0.8	namedEntity
Sidecoulissen	1			0.8	namedEntity
Sjælemessen	1			0.10	noun
Skabelsen	1			0.10	noun
Skandsen	1			0.8	namedEntity
Skilsmissen	1			0.10	noun
Skjønhedsskikkelsen	1			0.8	namedEntity
Skydannelsen	1			0.10	noun
Snuustobaksdaasen	1			0.10	noun
Solglandsen	1			0.8	namedEntity
Souffleurkassen	1			0.8	namedEntity
Spisen	1			0.10	noun
Steenflisen	1			0.10	noun
Stiftelsen	1			0.10	noun
Stjernekrandsen	1			0.8	namedEntity
Studsen	1			0.10	noun
Taagemassen	1			0.8	namedEntity
Taggesimsen	1			0.8	namedEntity
Temsen	1			0.8	namedEntity
Thoresen	1			0.8	namedEntity
Thorwadsen	1			0.8	namedEntity
Tiggerposen	1			0.10	noun
Tildelelsen	1			0.8	namedEntity
Tilintetgjørelsen	1			0.10	noun
Trolovelsen	1			0.10	noun
Træklodsen	1			0.10	noun
Tællepraasen	1			0.10	noun
Uddannelsen	1			0.10	noun
Udenlandsreisen	1			0.10	noun
Udførelsen	1			0.10	noun
Udskeielsen	1			0.10	noun
Udtalelsen	1			0.10	noun
Udødeligheds-Krandsen	1			0.8	namedEntity
Vaabendandsen	1			0.8	namedEntity
Valmue-Krandsen	1			0.8	namedEntity
Valsen	1			0.10	noun
Vandpjøsen	1			0.8	namedEntity
Velkomsthilsen	1			0.10	noun
Wesen	1			0.8	namedEntity
WienReisen	1			0.8	namedEntity
Ødelæggelsen	1			0.10	noun
Aabenraa	2			0.7	namedEntity
Aadsel	2			0.10	noun
Aae	2			0.7	namedEntity
Aagerkarle	2			0.10	noun
Aalehoved	2			0.7	namedEntity
Aaleskind	2			0.10	noun
Aandige	2			0.10	noun
Aandsudvikling	2			0.8	namedEntity
Aaretag	2			0.10	noun
Abbotsford	2			0.7	namedEntity
Abdul-Meschid	2			0.7	namedEntity
Abraham	2			0.7	namedEntity
Abrantes	2			0.7	namedEntity
Abydos	2			0.7	namedEntity
Academia	2			0.7	namedEntity
Acanthus	2			0.7	namedEntity
Achmeds	2			0.7	namedEntity
Actræus	2			0.7	namedEntity
Acts	2			0.10	noun
Adams	2			0.10	noun
Adelsbaarne	2			0.7	namedEntity
Adelspatent	2			0.10	noun
Adgangskort	2			0.10	noun
Adjutant	2			0.7	namedEntity
Adria	2			0.7	namedEntity
Afbillede	2			0.7	namedEntity
Afdødes	2			0.10	noun
Afgudsbilled	2			0.7	namedEntity
Afkrog	2			0.10	noun
Afløb	2			0.10	noun
Afmarsch	2			0.7	namedEntity
Afskeds	2			0.10	noun
Afskum	2			0.10	noun
Agre	2			0.10	noun
Alarm	2			0.10	noun
Albanesere	2			0.7	namedEntity
Albrecht	2			0.7	namedEntity
Albue	2			0.10	noun
Alchymist	2			0.7	namedEntity
Alibert	2			0.7	namedEntity
Allerfornemste	2			0.7	namedEntity
Allerhelligste	2			0.10	noun
Allermindste	2			0.10	noun
Allerærbødigste	2			0.7	namedEntity
Allgemeine	2			0.7	namedEntity
Allons	2			0.7	namedEntity
Almagts	2			0.10	noun
Almindeligt	2			0.10	noun
Almægtige	2			0.10	noun
Alterklæde	2			0.7	namedEntity
Altertavle	2			0.10	noun
Altfor	2			0.7	namedEntity
Altona	2			0.7	namedEntity
Altorf	2			0.7	namedEntity
Amalfi	2			0.7	namedEntity
Amazone	2			0.10	noun
Ambra	2			0.10	noun
Ambrosius	2			0.7	namedEntity
Anbefalings-Brev	2			0.7	namedEntity
Andejagt	2			0.10	noun
Andrik	2			0.10	noun
Anfald	2			0.10	noun
Angel	2			0.7	namedEntity
Angreb	2			0.10	noun
Anio	2			0.7	namedEntity
Ankere	2			0.7	namedEntity
Anmarsch	2			0.7	namedEntity
Annie	2			0.7	namedEntity
Anonym	2			0.10	noun
Anschütz	2		foreign_name	0.7	namedEntity
Ansvarendes	2			0.7	namedEntity
Antal	2			0.10	noun
Antilope	2			0.10	noun
Aphrodite	2			0.7	namedEntity
Apostel	2			0.10	noun
Apothek	2			0.7	namedEntity
Appetit	2			0.10	noun
Arabere	2			0.10	noun
Arabisk	2			0.10	noun
Aranjuez	2			0.7	namedEntity
Ararat	2			0.7	namedEntity
Arbeidere	2			0.10	noun
Arbeidsfolk	2			0.10	noun
Arc	2			0.7	namedEntity
Arcos	2			0.7	namedEntity
Arie	2			0.10	noun
Armee	2			0.10	noun
Armenianere	2			0.7	namedEntity
Arvegods	2			0.10	noun
Assisi	2			0.7	namedEntity
Astas	2			0.7	namedEntity
Astronomie	2			0.10	noun
Atheniensere	2			0.7	namedEntity
Atmosphære	2			0.7	namedEntity
Atom	2			0.10	noun
Au	2			0.7	namedEntity
Audients	2			0.7	namedEntity
Augustinus	2			0.7	namedEntity
Av	2			0.10	noun
Bacchanal	2			0.7	namedEntity
Bachant	2			0.7	namedEntity
Badehuus	2			0.10	noun
Bagdad	2			0.7	namedEntity
Bageste	2			0.10	noun
Baghuus	2			0.10	noun
Bajonetstik	2			0.7	namedEntity
Bajonne	2			0.7	namedEntity
Bajæ	2			0.7	namedEntity
Baldakin	2			0.10	noun
Balkan	2			0.7	namedEntity
Balkon	2			0.10	noun
Balsal	2			0.10	noun
Bange	2			0.10	noun
Bar	2			0.10	noun
Barbarina	2			0.7	namedEntity
Barndoms-Hjem	2			0.7	namedEntity
Barne-Ord	2			0.7	namedEntity
Barne-Smiil	2			0.7	namedEntity
