word	total	char_fix	char_issue	ne_score	ne_label
Roserne	24			0.2	noun
Skulder	24			0.2	noun
Storkemoder	24			0.2	noun
Strækning	24			0.2	noun
Størrelse	24			0.2	noun
Troer	24			0.2	noun
Vikingefruen	24			0.2	noun
Blæsten	23			0.2	noun
Grupper	23			0.2	noun
Græker	23			0.2	noun
Heftighed	23			0.2	noun
Hjørnet	23			0.2	noun
Kjøkkenet	23			0.2	noun
Klippen	23			0.2	noun
Moer	23			0.2	noun
Mændene	23			0.2	noun
Naturens	23			0.2	noun
Nummer	23			0.2	noun
Palmer	23			0.2	noun
Pigerne	23			0.2	noun
Præster	23			0.2	noun
Rigsdaler	23			0.2	noun
Ruiner	23			0.2	noun
Skulderen	23			0.2	noun
Spanierne	23			0.2	noun
Stuer	23			0.2	noun
Sønner	23			0.2	noun
Tankens	23			0.2	noun
Toget	23			0.2	noun
Trolden	23			0.2	noun
Velkommen	23			0.2	noun
Vennen	23			0.2	noun
Værker	23			0.2	noun
Bondens	22			0.2	noun
Bugten	22			0.2	noun
Bygningen	22			0.2	noun
Dampen	22			0.2	noun
Draaber	22			0.2	noun
Engelen	22			0.2	noun
Etager	22			0.2	noun
Fingrene	22			0.2	noun
Fiskene	22			0.2	noun
Følelser	22			0.2	noun
Inderlighed	22			0.2	noun
Kammeret	22			0.2	noun
Krogen	22			0.2	noun
Latter	22			0.2	noun
Liget	22			0.2	noun
Loven	22			0.2	noun
Mutter	22			0.2	noun
Overbeviisning	22			0.2	noun
Paven	22			0.2	noun
Phantasien	22			0.2	noun
Poesien	22			0.2	noun
Qvinderne	22			0.2	noun
Sagen	22			0.2	noun
Sager	22			0.2	noun
Sande	22			0.2	noun
Sindet	22			0.2	noun
Skrænten	22			0.2	noun
Soldaterne	22			0.2	noun
Sorgens	22			0.2	noun
Tøfler	22			0.2	noun
Uveiret	22			0.2	noun
Veninde	22			0.2	noun
Viden	22			0.2	noun
Andersen	21			0.2	noun
Borgen	21			0.2	noun
Broen	21			0.2	noun
Brødrene	21			0.2	noun
Capitainen	21			0.2	noun
Characteer	21			0.2	noun
Engen	21			0.2	noun
Feber	21			0.2	noun
Fornemmelse	21			0.2	noun
Kjærligheden	21			0.2	noun
Klostret	21			0.2	noun
Korset	21			0.2	noun
Levende	21			0.2	noun
Lyden	21			0.2	noun
Maalet	21			0.2	noun
Madammen	21			0.2	noun
Marker	21			0.2	noun
Musikken	21			0.2	noun
Orienten	21			0.2	noun
Røgen	21			0.2	noun
Sandheden	21			0.2	noun
Scepter	21			0.2	noun
Statuer	21			0.2	noun
Stæder	21			0.2	noun
Svende	21			0.2	noun
Sværdet	21			0.2	noun
Søvnen	21			0.2	noun
Tænder	21			0.2	noun
Uden	21			0.2	noun
Uskyldighed	21			0.2	noun
Øret	21			0.2	noun
Alteret	20			0.2	noun
Begivenheder	20			0.2	noun
Bispen	20			0.2	noun
Bjergets	20			0.2	noun
Brylluppet	20			0.2	noun
Dens	20			0.2	noun
Digters	20			0.2	noun
Erkjendelse	20			0.2	noun
Fjenden	20			0.2	noun
Forgrunden	20			0.2	noun
Forstandens	20			0.2	noun
Fredens	20			0.2	noun
Fætter	20			0.2	noun
Grændsen	20			0.2	noun
Hexen	20			0.2	noun
Jammer	20			0.2	noun
Katten	20			0.2	noun
Kjærlighedens	20			0.2	noun
Kommer	20			0.2	noun
Mosen	20			0.2	noun
Murene	20			0.2	noun
Rødder	20			0.2	noun
Skoene	20			0.2	noun
Slottets	20			0.2	noun
Stemmer	20			0.2	noun
Stolen	20			0.2	noun
Tonerne	20			0.2	noun
Tropper	20			0.2	noun
Urter	20			0.2	noun
Vandrer	20			0.2	noun
Visen	20			0.2	noun
Arbeider	19			0.2	noun
Asiens	19			0.2	noun
Avisen	19			0.2	noun
Belysning	19			0.2	noun
Beslutning	19			0.2	noun
Bladet	19			0.2	noun
Claveret	19			0.2	noun
Duften	19			0.2	noun
Fjender	19			0.2	noun
Hatten	19			0.2	noun
Hører	19			0.2	noun
Idet	19			0.2	noun
Jernbanen	19			0.2	noun
Junkeren	19			0.2	noun
Kroen	19			0.2	noun
Lappeskrædderen	19			0.2	noun
Ledsager	19			0.2	noun
Leer	19			0.2	noun
Maven	19			0.2	noun
Minareter	19			0.2	noun
Orgelet	19			0.2	noun
Prophet	19			0.2	noun
Ruden	19			0.2	noun
Samvittighed	19			0.2	noun
Stemmen	19			0.2	noun
Svanerne	19			0.2	noun
Synet	19			0.2	noun
Tepper	19			0.2	noun
Tingen	19			0.2	noun
Veturinen	19			0.2	noun
Virken	19			0.2	noun
Ællingen	19			0.2	noun
Ager	18			0.2	noun
Bedstefader	18			0.2	noun
Benet	18			0.2	noun
Bestemmelse	18			0.2	noun
Buxer	18			0.2	noun
Choret	18			0.2	noun
Commandoren	18			0.2	noun
Hemmelighed	18			0.2	noun
Hen	18			0.2	noun
Inde	18			0.2	noun
Italiens	18			0.2	noun
Kaminen	18			0.2	noun
Kammerater	18			0.2	noun
Kampen	18			0.2	noun
Kilden	18			0.2	noun
Kjender	18			0.2	noun
Kniven	18			0.2	noun
Kredsen	18			0.2	noun
Kroppen	18			0.2	noun
Landsbyen	18			0.2	noun
Livlighed	18			0.2	noun
Officerer	18			0.2	noun
Petters	18			0.2	noun
Prindser	18			0.2	noun
Romaner	18			0.2	noun
Sangens	18			0.2	noun
Sanger	18			0.2	noun
Skabning	18			0.2	noun
Slaget	18			0.2	noun
Slægten	18			0.2	noun
Solskinnet	18			0.2	noun
Stenene	18			0.2	noun
Storkene	18			0.2	noun
Søiler	18			0.2	noun
Taagen	18			0.2	noun
Udsigten	18			0.2	noun
Vinen	18			0.2	noun
Viser	18			0.2	noun
Værelset	18			0.2	noun
Walter	18			0.2	noun
Aftener	17			0.2	noun
Altret	17			0.2	noun
Aviserne	17			0.2	noun
Begyndelsen	17			0.2	noun
Dandsende	17			0.2	noun
Evner	17			0.2	noun
Finger	17			0.2	noun
Floder	17			0.2	noun
Forfærdelse	17			0.2	noun
Indskrifter	17			0.2	noun
Kinden	17			0.2	noun
Korsets	17			0.2	noun
Kronen	17			0.2	noun
Maanens	17			0.2	noun
Madmoder	17			0.2	noun
Matroser	17			0.2	noun
Middelhavet	17			0.2	noun
Minister	17			0.2	noun
Mørket	17			0.2	noun
München	17		foreign_name	0.2	noun
Pennen	17			0.2	noun
Planter	17			0.2	noun
Presenter	17			0.2	noun
Raaben	17			0.2	noun
Roret	17			0.2	noun
Rækker	17			0.2	noun
September	17			0.2	noun
Skibene	17			0.2	noun
Stjernen	17			0.2	noun
Strømninger	17			0.2	noun
Støvlerne	17			0.2	noun
Susen	17			0.2	noun
Sydens	17			0.2	noun
Søsteren	17			0.2	noun
Thronen	17			0.2	noun
Troens	17			0.2	noun
Unger	17			0.2	noun
Vinde	17			0.2	noun
Vingen	17			0.2	noun
Volden	17			0.2	noun
Vuggen	17			0.2	noun
Vægteren	17			0.2	noun
Øerne	17			0.2	noun
Aarhundreder	16			0.2	noun
Anker	16			0.2	noun
Atter	16			0.2	noun
Bager	16			0.2	noun
Bedstemoders	16			0.2	noun
Beiler	16			0.2	noun
Bæger	16			0.2	noun
Dommens	16			0.2	noun
Eller	16			0.2	noun
Engellænder	16			0.2	noun
Forestillingen	16			0.2	noun
Fortrøstning	16			0.2	noun
Fæstningen	16			0.2	noun
Gardiner	16			0.2	noun
Geniet	16			0.2	noun
Havnen	16			0.2	noun
Herskabet	16			0.2	noun
Hulen	16			0.2	noun
Hæder	16			0.2	noun
Hønen	16			0.2	noun
Jøder	16			0.2	noun
Karlen	16			0.2	noun
Kinderne	16			0.2	noun
Klipperne	16			0.2	noun
Krigen	16			0.2	noun
Kroner	16			0.2	noun
Kupler	16			0.2	noun
Laaget	16			0.2	noun
Landskab	16			0.2	noun
Lokker	16			0.2	noun
Luftens	16			0.2	noun
Læsning	16			0.2	noun
Nakken	16			0.2	noun
Opfindelse	16			0.2	noun
Personlighed	16			0.2	noun
Pistoler	16			0.2	noun
Qvarantainen	16			0.2	noun
Resten	16			0.2	noun
Rummet	16			0.2	noun
Seier	16			0.2	noun
Skabninger	16			0.2	noun
Slyngplanter	16			0.2	noun
Soldaten	16			0.2	noun
Solhvervsgaarden	16			0.2	noun
Spaniens	16			0.2	noun
Spillet	16			0.2	noun
Stalden	16			0.2	noun
Syden	16			0.2	noun
Søstrene	16			0.2	noun
Trold-Gubben	16			0.2	noun
Tæpper	16			0.2	noun
Vaaren	16			0.2	noun
Varer	16			0.2	noun
Æbler	16			0.2	noun
Bønderne	15			0.2	noun
Camoens	15			0.2	noun
Deeltagelse	15			0.2	noun
Eftermiddagen	15			0.2	noun
Elendighed	15			0.2	noun
Fanden	15			0.2	noun
Forfatteren	15			0.2	noun
Foruden	15			0.2	noun
Fuldmaanen	15			0.2	noun
Glædens	15			0.2	noun
Hende	15			0.2	noun
Herligheder	15			0.2	noun
Herregaarden	15			0.2	noun
Herrerne	15			0.2	noun
Herskab	15			0.2	noun
Høider	15			0.2	noun
Kanter	15			0.2	noun
Keiserens	15			0.2	noun
Læsningen	15			0.2	noun
Mangen	15			0.2	noun
Menighed	15			0.2	noun
Menigheden	15			0.2	noun
Munken	15			0.2	noun
Nøglen	15			0.2	noun
Paladser	15			0.2	noun
Poeter	15			0.2	noun
Præsterne	15			0.2	noun
Rammen	15			0.2	noun
Ruder	15			0.2	noun
Samtalen	15			0.2	noun
Skinnet	15			0.2	noun
Skrevet	15			0.2	noun
Stien	15			0.2	noun
Taager	15			0.2	noun
Tidsler	15			0.2	noun
Tilværelse	15			0.2	noun
Tyrken	15			0.2	noun
Udtrykket	15			0.2	noun
Vandringen	15			0.2	noun
Vertshuset	15			0.2	noun
Videnskab	15			0.2	noun
Du	2837			0.15	noun
Jeg	2167			0.15	noun
Og	1774			0.15	noun
Dig	1115			0.15	noun
Alt	873			0.15	noun
Han	768			0.15	noun
Ja	669			0.15	noun
Hun	663			0.15	noun
Nu	625			0.15	noun
Aar	621			0.15	noun
Dag	615			0.15	noun
Ord	550			0.15	noun
Hjerte	543			0.15	noun
Hvad	542			0.15	noun
Tid	511			0.15	noun
Øine	509			0.15	noun
Mand	504			0.15	noun
Hvor	479			0.15	noun
Barn	477			0.15	noun
Da	469			0.15	noun
Alle	457			0.15	noun
Liv	434			0.15	noun
Med	434			0.15	noun
Hr	426			0.15	noun
Gang	420			0.15	noun
Nat	412			0.15	noun
Huus	391			0.15	noun
Tanke	379			0.15	noun
Saa	378			0.15	noun
Dage	377			0.15	noun
Folk	359			0.15	noun
Paa	354			0.15	noun
Haand	348			0.15	noun
Som	337			0.15	noun
Nei	308			0.15	noun
Par	298			0.15	noun
Kone	291			0.15	noun
Herre	288			0.15	noun
Navn	285			0.15	noun
Side	276			0.15	noun
Til	263			0.15	noun
Børn	262			0.15	noun
Plads	261			0.15	noun
Man	258			0.15	noun
Min	258			0.15	noun
Sang	255			0.15	noun
Ved	254			0.15	noun
Fra	249			0.15	noun
Glæde	248			0.15	noun
Ansigt	247			0.15	noun
Guds	245			0.15	noun
Bryde	243			0.15	noun
Hele	236			0.15	noun
Deel	230			0.15	noun
Lykke	228			0.15	noun
Hoved	227			0.15	noun
Pige	227			0.15	noun
Vei	227			0.15	noun
Sjæl	224			0.15	noun
Hjem	220			0.15	noun
Madam	212			0.15	noun
Dreng	209			0.15	noun
Naar	205			0.15	noun
Fremmede	202			0.15	noun
For	199			0.15	noun
Lys	199			0.15	noun
See	198			0.15	noun
Øieblik	197			0.15	noun
Bryst	196			0.15	noun
Din	196			0.15	noun
At	192			0.15	noun
Stykke	188			0.15	noun
Vand	187			0.15	noun
Menneske	186			0.15	noun
Grav	182			0.15	noun
Eventyr	181			0.15	noun
Gamle	180			0.15	noun
Slags	180			0.15	noun
Hav	176			0.15	noun
Om	173			0.15	noun
Øie	173			0.15	noun
Træ	171			0.15	noun
Andre	170			0.15	noun
Af	169			0.15	noun
Lyst	167			0.15	noun
Gange	165			0.15	noun
Dog	158			0.15	noun
To	158			0.15	noun
Lad	155			0.15	noun
Historie	153			0.15	noun
Musik	152			0.15	noun
Haar	150			0.15	noun
Have	149			0.15	noun
Søn	148			0.15	noun
Blad	147			0.15	noun
Har	146			0.15	noun
Kirke	145			0.15	noun
Blade	144			0.15	noun
Bodil	143			0.15	noun
Ak	142			0.15	noun
Magt	142			0.15	noun
Blod	140			0.15	noun
Sorg	140			0.15	noun
Vor	140			0.15	noun
Lille	137			0.15	noun
Time	137			0.15	noun
Sind	136			0.15	noun
Slot	134			0.15	noun
Stemme	133			0.15	noun
Kraft	132			0.15	noun
Bog	131			0.15	noun
Død	131			0.15	noun
Bjerge	129			0.15	noun
Blomst	128			0.15	noun
Moritz	128			0.15	noun
Skyld	128			0.15	noun
Elimar	126			0.15	noun
Vil	126			0.15	noun
Luft	125			0.15	noun
Natur	125			0.15	noun
Krone	124			0.15	noun
Villie	121			0.15	noun
Brev	120			0.15	noun
Jomfru	120			0.15	noun
Mod	120			0.15	noun
Tak	120			0.15	noun
Thi	118			0.15	noun
Fugl	117			0.15	noun
Blik	116			0.15	noun
Jord	116			0.15	noun
Tag	116			0.15	noun
Døde	115			0.15	noun
Ro	115			0.15	noun
Ting	113			0.15	noun
Guld	112			0.15	noun
Rige	112			0.15	noun
Smerte	111			0.15	noun
Tale	111			0.15	noun
Huse	110			0.15	noun
Frue	109			0.15	noun
Arme	108			0.15	noun
Besøg	106			0.15	noun
Fred	106			0.15	noun
Hest	106			0.15	noun
Drøm	105			0.15	noun
Kun	105			0.15	noun
Tro	105			0.15	noun
Grev	104			0.15	noun
Reise	104			0.15	noun
Ild	103			0.15	noun
Penge	103			0.15	noun
Solskin	102			0.15	noun
Konge	101			0.15	noun
Aand	100			0.15	noun
Billede	100			0.15	noun
og	23268			0.05	lowercase
i	15050			0.05	lowercase
det	13148			0.05	lowercase
den	11112			0.05	lowercase
en	9693			0.05	lowercase
er	8450			0.05	lowercase
var	8221			0.05	lowercase
at	7982			0.05	lowercase
jeg	7587			0.05	lowercase
paa	7535			0.05	lowercase
de	7457			0.05	lowercase
til	6806			0.05	lowercase
som	6698			0.05	lowercase
med	6674			0.05	lowercase
der	6470			0.05	lowercase
af	6254			0.05	lowercase
han	6078			0.05	lowercase
ikke	5768			0.05	lowercase
hun	4724			0.05	lowercase
et	4718			0.05	lowercase
saa	4421			0.05	lowercase
for	4292			0.05	lowercase
sig	4027			0.05	lowercase
om	3762			0.05	lowercase
men	3514			0.05	lowercase
har	3440			0.05	lowercase
mig	3424			0.05	lowercase
havde	3095			0.05	lowercase
ved	2919			0.05	lowercase
fra	2837			0.05	lowercase
ham	2665			0.05	lowercase
her	2539			0.05	lowercase
vi	2505			0.05	lowercase
hvor	2267			0.05	lowercase
nu	2214			0.05	lowercase
man	2212			0.05	lowercase
da	2206			0.05	lowercase
sagde	2092			0.05	lowercase
sin	2025			0.05	lowercase
over	2016			0.05	lowercase
ud	1836			0.05	lowercase
hans	1752			0.05	lowercase
kan	1637			0.05	lowercase
blev	1634			0.05	lowercase
saae	1620			0.05	lowercase
kom	1603			0.05	lowercase
min	1598			0.05	lowercase
vil	1585			0.05	lowercase
op	1567			0.05	lowercase
hende	1564			0.05	lowercase
dog	1473			0.05	lowercase
selv	1441			0.05	lowercase
dem	1434			0.05	lowercase
kun	1427			0.05	lowercase
os	1390			0.05	lowercase
lille	1359			0.05	lowercase
hvad	1353			0.05	lowercase
kunde	1347			0.05	lowercase
vilde	1331			0.05	lowercase
ind	1288			0.05	lowercase
see	1241			0.05	lowercase
denne	1239			0.05	lowercase
gik	1224			0.05	lowercase
gamle	1163			0.05	lowercase
skal	1154			0.05	lowercase
endnu	1135			0.05	lowercase
ogsaa	1130			0.05	lowercase
være	1100			0.05	lowercase
alle	1084			0.05	lowercase
have	1067			0.05	lowercase
skulde	1025			0.05	lowercase
vare	1022			0.05	lowercase
store	1017			0.05	lowercase
hendes	1002			0.05	lowercase
hele	970			0.05	lowercase
jo	952			0.05	lowercase
deres	922			0.05	lowercase
sit	914			0.05	lowercase
stod	904			0.05	lowercase
eller	875			0.05	lowercase
efter	872			0.05	lowercase
end	863			0.05	lowercase
ned	858			0.05	lowercase
hen	842			0.05	lowercase
mod	839			0.05	lowercase
dette	821			0.05	lowercase
mit	817			0.05	lowercase
ei	795			0.05	lowercase
to	795			0.05	lowercase
maa	781			0.05	lowercase
igjen	780			0.05	lowercase
ere	761			0.05	lowercase
naar	761			0.05	lowercase
under	757			0.05	lowercase
laae	756			0.05	lowercase
hos	725			0.05	lowercase
disse	721			0.05	lowercase
maatte	718			0.05	lowercase
hver	709			0.05	lowercase
sine	699			0.05	lowercase
vor	663			0.05	lowercase
mere	654			0.05	lowercase
ganske	652			0.05	lowercase
stor	647			0.05	lowercase
kommer	646			0.05	lowercase
nok	643			0.05	lowercase
fik	637			0.05	lowercase
veed	636			0.05	lowercase
gaaer	626			0.05	lowercase
gjennem	621			0.05	lowercase
frem	614			0.05	lowercase
meget	612			0.05	lowercase
seer	607			0.05	lowercase
godt	604			0.05	lowercase
ja	603			0.05	lowercase
komme	602			0.05	lowercase
ingen	596			0.05	lowercase
blive	574			0.05	lowercase
gaae	572			0.05	lowercase
før	567			0.05	lowercase
mellem	560			0.05	lowercase
første	558			0.05	lowercase
sad	535			0.05	lowercase
aldrig	533			0.05	lowercase
staaer	520			0.05	lowercase
vel	515			0.05	lowercase
noget	508			0.05	lowercase
samme	505			0.05	lowercase
sige	504			0.05	lowercase
uden	495			0.05	lowercase
altid	483			0.05	lowercase
mange	481			0.05	lowercase
været	461			0.05	lowercase
stille	457			0.05	lowercase
een	456			0.05	lowercase
anden	453			0.05	lowercase
snart	451			0.05	lowercase
bort	448			0.05	lowercase
høit	432			0.05	lowercase
hørte	428			0.05	lowercase
bliver	427			0.05	lowercase
saaledes	421			0.05	lowercase
unge	420			0.05	lowercase
engang	412			0.05	lowercase
seet	411			0.05	lowercase
tog	408			0.05	lowercase
lidt	403			0.05	lowercase
ene	398			0.05	lowercase
kunne	394			0.05	lowercase
alt	389			0.05	lowercase
tilbage	389			0.05	lowercase
din	387			0.05	lowercase
gav	385			0.05	lowercase
forbi	376			0.05	lowercase
gjøre	373			0.05	lowercase
vidste	373			0.05	lowercase
holdt	371			0.05	lowercase
syntes	370			0.05	lowercase
faae	368			0.05	lowercase
lige	364			0.05	lowercase
siger	362			0.05	lowercase
høre	351			0.05	lowercase
mine	348			0.05	lowercase
nogle	347			0.05	lowercase
ret	346			0.05	lowercase
derfor	341			0.05	lowercase
ligesom	341			0.05	lowercase
thi	339			0.05	lowercase
troer	338			0.05	lowercase
ligger	335			0.05	lowercase
gjorde	334			0.05	lowercase
hvis	333			0.05	lowercase
tre	333			0.05	lowercase
staae	322			0.05	lowercase
tænkte	322			0.05	lowercase
sidste	321			0.05	lowercase
hvide	317			0.05	lowercase
langt	315			0.05	lowercase
gjør	314			0.05	lowercase
foran	311			0.05	lowercase
du	309			0.05	lowercase
først	308			0.05	lowercase
gammel	302			0.05	lowercase
siden	302			0.05	lowercase
lange	300			0.05	lowercase
hvert	296			0.05	lowercase
sagt	294			0.05	lowercase
nye	290			0.05	lowercase
god	289			0.05	lowercase
al	288			0.05	lowercase
sammen	288			0.05	lowercase
røde	287			0.05	lowercase
dens	285			0.05	lowercase
strax	285			0.05	lowercase
andre	282			0.05	lowercase
rundt	282			0.05	lowercase
idet	280			0.05	lowercase
just	280			0.05	lowercase
grønne	277			0.05	lowercase
gjort	273			0.05	lowercase
høie	273			0.05	lowercase
flere	268			0.05	lowercase
vort	264			0.05	lowercase
bag	263			0.05	lowercase
give	262			0.05	lowercase
vist	261			0.05	lowercase
talte	259			0.05	lowercase
tale	258			0.05	lowercase
ad	257			0.05	lowercase
saadan	257			0.05	lowercase
fast	256			0.05	lowercase
vide	256			0.05	lowercase
faldt	253			0.05	lowercase
dit	250			0.05	lowercase
spurgte	250			0.05	lowercase
udenfor	249			0.05	lowercase
hvem	248			0.05	lowercase
meer	246			0.05	lowercase
sang	245			0.05	lowercase
bleve	244			0.05	lowercase
hinanden	244			0.05	lowercase
tæt	244			0.05	lowercase
fandt	243			0.05	lowercase
fortalte	243			0.05	lowercase
faaer	241			0.05	lowercase
fløi	241			0.05	lowercase
lod	241			0.05	lowercase
ville	241			0.05	lowercase
ude	239			0.05	lowercase
følte	238			0.05	lowercase
sorte	238			0.05	lowercase
stort	233			0.05	lowercase
smaa	232			0.05	lowercase
stode	232			0.05	lowercase
ung	232			0.05	lowercase
derpaa	231			0.05	lowercase
heller	231			0.05	lowercase
midt	231			0.05	lowercase
gode	230			0.05	lowercase
afsted	229			0.05	lowercase
tage	228			0.05	lowercase
maaskee	225			0.05	lowercase
hang	221			0.05	lowercase
smukke	221			0.05	lowercase
tidt	220			0.05	lowercase
imod	218			0.05	lowercase
eneste	217			0.05	lowercase
næsten	217			0.05	lowercase
kjender	216			0.05	lowercase
nær	215			0.05	lowercase
slet	215			0.05	lowercase
blevet	214			0.05	lowercase
hjemme	214			0.05	lowercase
begge	213			0.05	lowercase
levende	211			0.05	lowercase
nei	211			0.05	lowercase
andet	209			0.05	lowercase
atter	208			0.05	lowercase
fulgte	208			0.05	lowercase
skinnede	208			0.05	lowercase
viste	208			0.05	lowercase
bedre	207			0.05	lowercase
hjem	207			0.05	lowercase
lød	207			0.05	lowercase
hører	205			0.05	lowercase
satte	204			0.05	lowercase
glad	203			0.05	lowercase
smukt	202			0.05	lowercase
deilige	199			0.05	lowercase
slog	199			0.05	lowercase
eet	198			0.05	lowercase
deiligt	195			0.05	lowercase
troe	194			0.05	lowercase
allerede	193			0.05	lowercase
inde	193			0.05	lowercase
kjendte	193			0.05	lowercase
danske	191			0.05	lowercase
tør	191			0.05	lowercase
halv	190			0.05	lowercase
sidder	190			0.05	lowercase
stærke	189			0.05	lowercase
vore	189			0.05	lowercase
heel	187			0.05	lowercase
hvorledes	187			0.05	lowercase
smuk	186			0.05	lowercase
holde	185			0.05	lowercase
hvilken	185			0.05	lowercase
givet	183			0.05	lowercase
lyste	183			0.05	lowercase
intet	182			0.05	lowercase
oppe	182			0.05	lowercase
troede	182			0.05	lowercase
alene	181			0.05	lowercase
deilig	181			0.05	lowercase
holder	179			0.05	lowercase
borte	177			0.05	lowercase
dig	177			0.05	lowercase
bedste	176			0.05	lowercase
finde	176			0.05	lowercase
aabne	175			0.05	lowercase
dybt	175			0.05	lowercase
hørt	173			0.05	lowercase
større	173			0.05	lowercase
død	172			0.05	lowercase
lagt	171			0.05	lowercase
imellem	170			0.05	lowercase
egen	169			0.05	lowercase
traadte	169			0.05	lowercase
svarede	168			0.05	lowercase
tager	168			0.05	lowercase
bare	167			0.05	lowercase
lagde	167			0.05	lowercase
bad	166			0.05	lowercase
gaaet	166			0.05	lowercase
faaet	165			0.05	lowercase
friske	162			0.05	lowercase
heelt	161			0.05	lowercase
meest	161			0.05	lowercase
løftede	160			0.05	lowercase
tænke	160			0.05	lowercase
aldeles	159			0.05	lowercase
førte	159			0.05	lowercase
lad	159			0.05	lowercase
dybe	158			0.05	lowercase
begyndte	156			0.05	lowercase
let	154			0.05	lowercase
sov	154			0.05	lowercase
sprang	153			0.05	lowercase
lade	152			0.05	lowercase
ligge	152			0.05	lowercase
reiste	152			0.05	lowercase
s	152			0.05	lowercase
ellers	151			0.05	lowercase
fire	151			0.05	lowercase
fortælle	151			0.05	lowercase
længe	151			0.05	lowercase
læste	151			0.05	lowercase
ny	151			0.05	lowercase
omkring	151			0.05	lowercase
lang	149			0.05	lowercase
ligesaa	149			0.05	lowercase
sidde	149			0.05	lowercase
igjennem	148			0.05	lowercase
bar	147			0.05	lowercase
klang	146			0.05	lowercase
giver	145			0.05	lowercase
synes	144			0.05	lowercase
derimod	143			0.05	lowercase
kjære	143			0.05	lowercase
derved	142			0.05	lowercase
maae	142			0.05	lowercase
rige	142			0.05	lowercase
træder	142			0.05	lowercase
kommet	141			0.05	lowercase
hvori	140			0.05	lowercase
næste	140			0.05	lowercase
raabte	140			0.05	lowercase
skulle	139			0.05	lowercase
kastede	137			0.05	lowercase
længer	137			0.05	lowercase
o	137			0.05	lowercase
leve	136			0.05	lowercase
mørke	136			0.05	lowercase
stakkels	136			0.05	lowercase
synge	136			0.05	lowercase
synger	136			0.05	lowercase
flyve	135			0.05	lowercase
foer	135			0.05	lowercase
netop	135			0.05	lowercase
dertil	132			0.05	lowercase
derinde	131			0.05	lowercase
døde	131			0.05	lowercase
forstaae	130			0.05	lowercase
især	130			0.05	lowercase
klare	130			0.05	lowercase
sat	129			0.05	lowercase
kjende	128			0.05	lowercase
tænker	128			0.05	lowercase
derom	127			0.05	lowercase
følge	127			0.05	lowercase
gjerne	127			0.05	lowercase
høiere	126			0.05	lowercase
sagte	125			0.05	lowercase
nede	124			0.05	lowercase
bære	122			0.05	lowercase
imidlertid	122			0.05	lowercase
kort	122			0.05	lowercase
største	122			0.05	lowercase
bringe	121			0.05	lowercase
dets	121			0.05	lowercase
deri	120			0.05	lowercase
døe	120			0.05	lowercase
nogen	120			0.05	lowercase
tunge	120			0.05	lowercase
greb	119			0.05	lowercase
græd	119			0.05	lowercase
skrevet	119			0.05	lowercase
brændte	118			0.05	lowercase
fattige	118			0.05	lowercase
læse	118			0.05	lowercase
laa	117			0.05	lowercase
taget	117			0.05	lowercase
kalde	116			0.05	lowercase
altsaa	115			0.05	lowercase
løb	115			0.05	lowercase
vendte	115			0.05	lowercase
kyssede	114			0.05	lowercase
rigtignok	114			0.05	lowercase
sætte	114			0.05	lowercase
kaldte	112			0.05	lowercase
mægtige	112			0.05	lowercase
bragt	111			0.05	lowercase
stærk	111			0.05	lowercase
klart	110			0.05	lowercase
født	109			0.05	lowercase
medens	108			0.05	lowercase
sank	107			0.05	lowercase
dandse	106			0.05	lowercase
forstod	105			0.05	lowercase
herfra	104			0.05	lowercase
senere	104			0.05	lowercase
boede	102			0.05	lowercase
elsker	102			0.05	lowercase
steg	102			0.05	lowercase
mindre	101			0.05	lowercase
skrev	101			0.05	lowercase
slaaer	101			0.05	lowercase
findes	100			0.05	lowercase
fremad	100			0.05	lowercase
kjørte	100			0.05	lowercase
skjønne	100			0.05	lowercase
strakte	100			0.05	lowercase
skee	99			0.05	lowercase
naaede	98			0.05	lowercase
tredie	98			0.05	lowercase
boer	97			0.05	lowercase
bringer	97			0.05	lowercase
brogede	97			0.05	lowercase
fordi	96			0.05	lowercase
hist	96			0.05	lowercase
hvilket	96			0.05	lowercase
imorgen	96			0.05	lowercase
søgte	96			0.05	lowercase
dine	95			0.05	lowercase
hellige	95			0.05	lowercase
vise	95			0.05	lowercase
eget	94			0.05	lowercase
prægtige	94			0.05	lowercase
spillede	94			0.05	lowercase
blaa	93			0.05	lowercase
hvilke	93			0.05	lowercase
mens	93			0.05	lowercase
reise	93			0.05	lowercase
videre	93			0.05	lowercase
bragte	92			0.05	lowercase
dandsede	92			0.05	lowercase
kaldes	92			0.05	lowercase
mindste	92			0.05	lowercase
finder	91			0.05	lowercase
forstaaer	91			0.05	lowercase
hævede	91			0.05	lowercase
ringe	91			0.05	lowercase
udbrød	91			0.05	lowercase
drog	90			0.05	lowercase
enkelte	90			0.05	lowercase
træde	90			0.05	lowercase
forskjellige	88			0.05	lowercase
hvid	88			0.05	lowercase
føre	87			0.05	lowercase
hvorfor	87			0.05	lowercase
saadant	87			0.05	lowercase
sort	87			0.05	lowercase
fundet	86			0.05	lowercase
gule	86			0.05	lowercase
tilsidst	86			0.05	lowercase
vandre	86			0.05	lowercase
varme	86			0.05	lowercase
blomstrende	85			0.05	lowercase
bøiede	85			0.05	lowercase
derhen	85			0.05	lowercase
falde	85			0.05	lowercase
fem	85			0.05	lowercase
forud	85			0.05	lowercase
hvorfra	85			0.05	lowercase
